# Windows: CP932, iconv: SHIFT_JIS
入力コード	入力バイト列(16進)	Windows_CP932:デコード成功	Windows_CP932:Unicodeコードポイント	Windows_CP932:文字	Windows_CP932:元に戻る	Windows_CP932:再エンコード結果(16進)	iconv:デコード成功	iconv:Unicodeコードポイント	iconv:文字	iconv:元に戻る	iconv:再エンコード結果(16進)	iconv→Windows_CP932:エンコード可能	iconv→Windows_CP932:元に戻る	iconv→Windows_CP932:再エンコード結果(16進)	差分フラグ(ビット値)	差分内容
0x85F7	85 F7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x85F8	85 F8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x85F9	85 F9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x85FA	85 FA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x85FB	85 FB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x85FC	85 FC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8640	86 40	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8641	86 41	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8642	86 42	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8643	86 43	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8644	86 44	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8645	86 45	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8646	86 46	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8647	86 47	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8648	86 48	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8649	86 49	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x864A	86 4A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x864B	86 4B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x864C	86 4C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x864D	86 4D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x864E	86 4E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x864F	86 4F	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8650	86 50	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8651	86 51	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8652	86 52	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8653	86 53	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8654	86 54	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8655	86 55	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8656	86 56	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8657	86 57	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8658	86 58	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8659	86 59	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x865A	86 5A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x865B	86 5B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x865C	86 5C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x865D	86 5D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x865E	86 5E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x865F	86 5F	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8660	86 60	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8661	86 61	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8662	86 62	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8663	86 63	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8664	86 64	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8665	86 65	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8666	86 66	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8667	86 67	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8668	86 68	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8669	86 69	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x866A	86 6A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x866B	86 6B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x866C	86 6C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x866D	86 6D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x866E	86 6E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x866F	86 6F	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8670	86 70	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8671	86 71	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8672	86 72	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8673	86 73	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8674	86 74	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8675	86 75	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8676	86 76	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8677	86 77	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8678	86 78	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8679	86 79	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x867A	86 7A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x867B	86 7B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x867C	86 7C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x867D	86 7D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x867E	86 7E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8680	86 80	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8681	86 81	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8682	86 82	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8683	86 83	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8684	86 84	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8685	86 85	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8686	86 86	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8687	86 87	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8688	86 88	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8689	86 89	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x868A	86 8A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x868B	86 8B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x868C	86 8C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x868D	86 8D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x868E	86 8E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x868F	86 8F	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8690	86 90	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8691	86 91	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8692	86 92	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8693	86 93	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8694	86 94	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8695	86 95	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8696	86 96	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8697	86 97	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8698	86 98	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8699	86 99	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x869A	86 9A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x869B	86 9B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x869C	86 9C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x869D	86 9D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x869E	86 9E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x869F	86 9F	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A0	86 A0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A1	86 A1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A2	86 A2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A3	86 A3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A4	86 A4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A5	86 A5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A6	86 A6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A7	86 A7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A8	86 A8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86A9	86 A9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86AA	86 AA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86AB	86 AB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86AC	86 AC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86AD	86 AD	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86AE	86 AE	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86AF	86 AF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B0	86 B0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B1	86 B1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B2	86 B2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B3	86 B3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B4	86 B4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B5	86 B5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B6	86 B6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B7	86 B7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B8	86 B8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86B9	86 B9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86BA	86 BA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86BB	86 BB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86BC	86 BC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86BD	86 BD	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86BE	86 BE	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86BF	86 BF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C0	86 C0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C1	86 C1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C2	86 C2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C3	86 C3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C4	86 C4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C5	86 C5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C6	86 C6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C7	86 C7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C8	86 C8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86C9	86 C9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86CA	86 CA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86CB	86 CB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86CC	86 CC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86CD	86 CD	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86CE	86 CE	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86CF	86 CF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D0	86 D0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D1	86 D1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D2	86 D2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D3	86 D3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D4	86 D4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D5	86 D5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D6	86 D6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D7	86 D7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D8	86 D8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86D9	86 D9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86DA	86 DA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86DB	86 DB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86DC	86 DC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86DD	86 DD	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86DE	86 DE	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86DF	86 DF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E0	86 E0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E1	86 E1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E2	86 E2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E3	86 E3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E4	86 E4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E5	86 E5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E6	86 E6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E7	86 E7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E8	86 E8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86E9	86 E9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86EA	86 EA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86EB	86 EB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86EC	86 EC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86ED	86 ED	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86EE	86 EE	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86EF	86 EF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F0	86 F0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F1	86 F1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F2	86 F2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F3	86 F3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F4	86 F4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F5	86 F5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F6	86 F6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F7	86 F7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F8	86 F8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86F9	86 F9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86FA	86 FA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86FB	86 FB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x86FC	86 FC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8740	87 40	1	0x00002460	①	1	87 40	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8741	87 41	1	0x00002461	②	1	87 41	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8742	87 42	1	0x00002462	③	1	87 42	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8743	87 43	1	0x00002463	④	1	87 43	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8744	87 44	1	0x00002464	⑤	1	87 44	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8745	87 45	1	0x00002465	⑥	1	87 45	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8746	87 46	1	0x00002466	⑦	1	87 46	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8747	87 47	1	0x00002467	⑧	1	87 47	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8748	87 48	1	0x00002468	⑨	1	87 48	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8749	87 49	1	0x00002469	⑩	1	87 49	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x874A	87 4A	1	0x0000246A	⑪	1	87 4A	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x874B	87 4B	1	0x0000246B	⑫	1	87 4B	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x874C	87 4C	1	0x0000246C	⑬	1	87 4C	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x874D	87 4D	1	0x0000246D	⑭	1	87 4D	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x874E	87 4E	1	0x0000246E	⑮	1	87 4E	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x874F	87 4F	1	0x0000246F	⑯	1	87 4F	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8750	87 50	1	0x00002470	⑰	1	87 50	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8751	87 51	1	0x00002471	⑱	1	87 51	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8752	87 52	1	0x00002472	⑲	1	87 52	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8753	87 53	1	0x00002473	⑳	1	87 53	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8754	87 54	1	0x00002160	Ⅰ	1	87 54	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8755	87 55	1	0x00002161	Ⅱ	1	87 55	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8756	87 56	1	0x00002162	Ⅲ	1	87 56	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8757	87 57	1	0x00002163	Ⅳ	1	87 57	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8758	87 58	1	0x00002164	Ⅴ	1	87 58	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8759	87 59	1	0x00002165	Ⅵ	1	87 59	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x875A	87 5A	1	0x00002166	Ⅶ	1	87 5A	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x875B	87 5B	1	0x00002167	Ⅷ	1	87 5B	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x875C	87 5C	1	0x00002168	Ⅸ	1	87 5C	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x875D	87 5D	1	0x00002169	Ⅹ	1	87 5D	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x875E	87 5E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x875F	87 5F	1	0x00003349	㍉	1	87 5F	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8760	87 60	1	0x00003314	㌔	1	87 60	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8761	87 61	1	0x00003322	㌢	1	87 61	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8762	87 62	1	0x0000334D	㍍	1	87 62	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8763	87 63	1	0x00003318	㌘	1	87 63	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8764	87 64	1	0x00003327	㌧	1	87 64	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8765	87 65	1	0x00003303	㌃	1	87 65	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8766	87 66	1	0x00003336	㌶	1	87 66	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8767	87 67	1	0x00003351	㍑	1	87 67	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8768	87 68	1	0x00003357	㍗	1	87 68	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8769	87 69	1	0x0000330D	㌍	1	87 69	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x876A	87 6A	1	0x00003326	㌦	1	87 6A	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x876B	87 6B	1	0x00003323	㌣	1	87 6B	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x876C	87 6C	1	0x0000332B	㌫	1	87 6C	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x876D	87 6D	1	0x0000334A	㍊	1	87 6D	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x876E	87 6E	1	0x0000333B	㌻	1	87 6E	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x876F	87 6F	1	0x0000339C	㎜	1	87 6F	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8770	87 70	1	0x0000339D	㎝	1	87 70	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8771	87 71	1	0x0000339E	㎞	1	87 71	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8772	87 72	1	0x0000338E	㎎	1	87 72	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8773	87 73	1	0x0000338F	㎏	1	87 73	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8774	87 74	1	0x000033C4	㏄	1	87 74	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8775	87 75	1	0x000033A1	㎡	1	87 75	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8776	87 76	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8777	87 77	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8778	87 78	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8779	87 79	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x877A	87 7A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x877B	87 7B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x877C	87 7C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x877D	87 7D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x877E	87 7E	1	0x0000337B	㍻	1	87 7E	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8780	87 80	1	0x0000301D	〝	1	87 80	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8781	87 81	1	0x0000301F	〟	1	87 81	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8782	87 82	1	0x00002116	№	1	87 82	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8783	87 83	1	0x000033CD	㏍	1	87 83	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8784	87 84	1	0x00002121	℡	1	87 84	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8785	87 85	1	0x000032A4	㊤	1	87 85	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8786	87 86	1	0x000032A5	㊥	1	87 86	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8787	87 87	1	0x000032A6	㊦	1	87 87	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8788	87 88	1	0x000032A7	㊧	1	87 88	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8789	87 89	1	0x000032A8	㊨	1	87 89	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x878A	87 8A	1	0x00003231	㈱	1	87 8A	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x878B	87 8B	1	0x00003232	㈲	1	87 8B	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x878C	87 8C	1	0x00003239	㈹	1	87 8C	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x878D	87 8D	1	0x0000337E	㍾	1	87 8D	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x878E	87 8E	1	0x0000337D	㍽	1	87 8E	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x878F	87 8F	1	0x0000337C	㍼	1	87 8F	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8790	87 90	1	0x00002252	≒	0	81 E0	0	0x00000000		0		0	0		1	デコード可否差
0x8791	87 91	1	0x00002261	≡	0	81 DF	0	0x00000000		0		0	0		1	デコード可否差
0x8792	87 92	1	0x0000222B	∫	0	81 E7	0	0x00000000		0		0	0		1	デコード可否差
0x8793	87 93	1	0x0000222E	∮	1	87 93	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8794	87 94	1	0x00002211	∑	1	87 94	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8795	87 95	1	0x0000221A	√	0	81 E3	0	0x00000000		0		0	0		1	デコード可否差
0x8796	87 96	1	0x000022A5	⊥	0	81 DB	0	0x00000000		0		0	0		1	デコード可否差
0x8797	87 97	1	0x00002220	∠	0	81 DA	0	0x00000000		0		0	0		1	デコード可否差
0x8798	87 98	1	0x0000221F	∟	1	87 98	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x8799	87 99	1	0x000022BF	⊿	1	87 99	0	0x00000000		0		0	0		5	デコード可否差|元に戻る差
0x879A	87 9A	1	0x00002235	∵	0	81 E6	0	0x00000000		0		0	0		1	デコード可否差
0x879B	87 9B	1	0x00002229	∩	0	81 BF	0	0x00000000		0		0	0		1	デコード可否差
0x879C	87 9C	1	0x0000222A	∪	0	81 BE	0	0x00000000		0		0	0		1	デコード可否差
0x879D	87 9D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x879E	87 9E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x879F	87 9F	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A0	87 A0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A1	87 A1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A2	87 A2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A3	87 A3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A4	87 A4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A5	87 A5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A6	87 A6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A7	87 A7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A8	87 A8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87A9	87 A9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x87AA	87 AA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
